Code,Hotel Name,Roomnights,Sale,Cost,Date,Country
CODE|10396,Acacia Hotel Manila,668,16032,10688,"09, 2019",Philippines
CODE|10361,"AC Palacio Del Retiro, Autograph Collection",62,1674,1178,"11, 2019",إسبانيا
CODE|10326,"AC Palacio De Santa Paula, Autograph Collection",987,25662,19740,"06, 2019",Spain
CODE|10291,AC Murcia Hotel,1091,30548,21820,"09, 2019",إسبانيا
CODE|10256,AC Hotel Zaragoza Los Enlaces,1037,31110,20740,"01, 2019",España
CODE|10221,AC Hotel Zamora,719,21570,12223,"02, 2019",Spain
CODE|10186,AC Hotel Victoria Suites,1075,27950,16125,"08, 2019",Spain
CODE|10151,AC Hotel Valencia,996,19920,19920,"04, 2019",Spain
CODE|10116,AC Hotel Tarragona,1734,48552,34680,"11, 2019",Spain
CODE|10081,AC Hotel Som,1946,58380,36974,"05, 2019",Spain
CODE|10046,AC Hotel Sevilla Torneo,417,8340,6255,"03, 2019",Spain
CODE|10011,AC Hotel Sevilla Forum,829,19896,12435,"09, 2019",Spain
CODE|9976,AC Hotel Sants,1177,27071,17655,"02, 2019",Spain
CODE|9941,AC Hotel Santiago Costanera Center,1427,42810,25686,"11, 2019",Chile
CODE|9906,AC Hotel Santa Marta,1146,29796,17190,"03, 2019",Colombia
CODE|9871,AC Hotel Santa Fe,719,17256,12223,"01, 2019",Mexico
CODE|9836,AC Hotel Sant Cugat,1294,38820,25880,"03, 2019",Spain
CODE|9801,AC Hotel San Sebastian de los Reyes,1507,45210,30140,"10, 2019",Spain
CODE|9766,AC Hotel San Juan Condado,256,6144,4352,"05, 2019",Puerto Rico
CODE|9731,AC Hotel Recoletos,1533,45990,24528,"08, 2019",إسبانيا
CODE|9696,AC Hotel Raleigh North Hills,1890,54810,28350,"07, 2019",USA
CODE|9661,AC Hotel Porto,1852,37040,29632,"01, 2019",Portugal
CODE|9626,AC Hotel Ponferrada,998,20958,19960,"11, 2019",Spain
CODE|9591,AC Hotel Pisa,629,14467,10064,"02, 2019",Italy
CODE|9556,AC Hotel Paris Porte Maillot,473,12771,8041,"07, 2019",France
CODE|9556,AC Hotel Paris Porte Maillot,473,12771,8041,"07, 2019",France
CODE|9556,AC Hotel Paris Porte Maillot,473,12771,8041,"07, 2019",France
CODE|9556,AC Hotel Paris Porte Maillot,473,12771,8041,"07, 2019",France
CODE|9521,AC Hotel Palencia,194,5820,2910,"10, 2019",Spain
CODE|9521,AC Hotel Palencia,194,5820,2910,"10, 2019",Spain
CODE|9521,AC Hotel Palencia,194,5820,2910,"10, 2019",Spain
CODE|9521,AC Hotel Palencia,194,5820,2910,"10, 2019",Spain
CODE|9486,AC Hotel Palau de Bellavista,759,18975,12903,"11, 2019",Spain
CODE|9486,AC Hotel Palau de Bellavista,759,18975,12903,"11, 2019",Spain
CODE|9486,AC Hotel Palau de Bellavista,759,18975,12903,"11, 2019",Spain
CODE|9486,AC Hotel Palau de Bellavista,759,18975,12903,"11, 2019",Spain
CODE|9451,AC Hotel Palacio Universal,466,10252,8854,"01, 2019",Spain
CODE|9416,AC Hotel Palacio de Santa Ana,1014,28392,19266,"10, 2019",إسبانيا
CODE|9381,AC Hotel Padova,1331,39930,19965,"01, 2019",Italy
CODE|9346,AC Hotel Oviedo Forum,1037,25925,18666,"02, 2019",Spain
CODE|9311,AC Hotel Nice,717,15057,11472,"01, 2019",فرنسا
CODE|9276,AC Hotel New York Times Square,692,13840,13840,"01, 2019",USA
CODE|9241,AC Hotel New York Downtown,543,13032,9774,"09, 2019",USA
CODE|9206,AC Hotel New Orleans Bourbon/French Quarter Area,1165,30290,23300,"05, 2019",USA
CODE|9171,"AC Hotel National Harbor Washington, DC Area",1604,46516,24060,"03, 2019",USA
CODE|9136,AC Hotel Minneapolis West End,1905,45720,32385,"10, 2019",USA
CODE|9101,AC Hotel Milano,15,375,300,"09, 2019",Italy
CODE|9066,AC Hotel Miami Beach,1517,37925,25789,"06, 2019",USA
CODE|9031,AC Hotel Miami Aventura,1377,28917,20655,"09, 2019",USA
CODE|8996,AC Hotel Marseille Velodrome,278,7228,4726,"07, 2019",فرنسا
CODE|8961,AC Hotel Manchester Salford Quays,1542,43176,27756,"07, 2019",UK
CODE|8926,AC Hotel Málaga Palacio,462,10164,8316,"11, 2019",إسبانيا
CODE|8891,AC Hotel Madrid Feria,1856,53824,31552,"11, 2019",Spain
CODE|8856,AC Hotel Madison Downtown,739,22170,14041,"04, 2019",USA
CODE|8821,AC Hotel Los Vascos,1981,39620,37639,"04, 2019",Spain
CODE|8786,AC Hotel Lima Miraflores,1220,24400,21960,"02, 2019",بيرو
CODE|8751,AC Hotel Leon San Antonio,1616,37168,32320,"01, 2019",Spain
CODE|8716,AC Hotel La Rioja,464,12992,6960,"05, 2019",Spain
CODE|8681,AC Hotel La Linea,1861,37220,33498,"04, 2019",Spain
CODE|8646,"AC Hotel Kingston, Jamaica",1160,32480,20880,"06, 2019",Jamaica
CODE|8611,AC Hotel Istanbul Macka,760,15960,13680,"05, 2019",تركيا
CODE|8576,AC Hotel Irla,1163,33727,17445,"05, 2019",Spain
CODE|8541,AC Hotel Iberia Las Palmas,1896,49296,30336,"08, 2019",Spain
CODE|8506,AC Hotel Huelva,253,6072,4554,"12, 2019",إسبانيا
CODE|8471,AC Hotel Guadalajara,1249,24980,24980,"05, 2019",المكسيك
CODE|8436,AC Hotel Gran Canaria,701,14020,12618,"07, 2019",Spain
CODE|8401,AC Hotel Gijón,590,15930,11800,"09, 2019",Spain
CODE|8366,AC Hotel Genova,826,18172,14868,"11, 2019",Italy
CODE|8331,AC Hotel General Alava,281,7306,5058,"10, 2019",Spain
CODE|8296,AC Hotel Gava Mar,1656,48024,28152,"03, 2019",إسبانيا
CODE|8261,AC Hotel Firenze,1059,24357,19062,"09, 2019",إيطاليا
CODE|8226,AC Hotel Elda,1653,36366,33060,"01, 2019",إسبانيا
CODE|8191,AC Hotel Diagonal L´Illa,986,27608,19720,"08, 2019",إسبانيا
CODE|8156,AC Hotel Denver Downtown,970,28130,18430,"11, 2019",USA
CODE|8121,AC Hotel Cuzco,1545,33990,26265,"09, 2019",Spain
CODE|8086,AC Hotel Coslada Aeropuerto,650,14950,13000,"02, 2019",إسبانيا
CODE|8051,AC Hotel Cordoba,1428,35700,25704,"12, 2019",إسبانيا
CODE|8016,AC Hotel Colon Valencia,785,18840,13345,"03, 2019",Spain
CODE|7981,AC Hotel Ciutat de Palma,1007,26182,18126,"09, 2019",Spain
CODE|7946,AC Hotel Ciudad de Tudela,1788,35760,26820,"10, 2019",España
CODE|7911,AC Hotel Ciudad de Toledo,433,12557,8660,"11, 2019",España
CODE|7876,AC Hotel Ciudad de Sevilla,604,16912,10872,"08, 2019",España
CODE|7841,AC Hotel Ciudad de Pamplona,1391,36166,20865,"09, 2019",Not Found
CODE|7806,AC Hotel Cincinnati at Liberty Center,660,17820,11220,"07, 2019",USA
CODE|7771,AC Hotel Chicago Downtown,1106,27650,17696,"03, 2019",USA
CODE|7736,AC Hotel Carlton Madrid,1067,23474,16005,"12, 2019",Spain
CODE|7701,AC Hotel Cape Town Waterfront,1594,33474,25504,"08, 2019",South Africa
CODE|7666,AC Hotel by Marriott Penang,90,2340,1710,"03, 2019",Malaysia
CODE|7631,AC Hotel by Marriott Montreal Downtown,500,10500,8000,"02, 2019",Canada
CODE|7596,AC Hotel by Marriott Milan Sesto,1513,39338,22695,"12, 2019",Italy
CODE|7561,AC Hotel by Marriott Manchester City Centre,726,15972,10890,"05, 2019",UK
CODE|7526,AC Hotel by Marriott Bratislava Old Town,1376,39904,20640,"11, 2019",Slovakia
CODE|7491,AC Hotel Burgos,201,5628,4020,"12, 2019",إسبانيا
CODE|7456,AC Hotel Boston Downtown,317,8876,5706,"10, 2019",USA
CODE|7421,AC Hotel Bologna by Marriott,348,9396,6960,"11, 2019",Italy
CODE|7386,AC Hotel Birmingham,848,25440,12720,"10, 2019",UK
CODE|7351,AC Hotel Berlin Humboldthain Park,1239,26019,23541,"08, 2019",Germany
CODE|7316,AC Hotel Bella Sky Copenhagen,480,12960,8160,"06, 2019",Denmark
CODE|7281,AC Hotel Belfast,1573,37752,28314,"04, 2019",UK
CODE|7246,AC Hotel Barcelona Forum,141,3102,2256,"06, 2019",Spain
CODE|7211,AC Hotel Badajoz,811,24330,13787,"03, 2019",Spain
CODE|7176,AC Hotel Avenida de America,1574,45646,29906,"01, 2019",Spain
CODE|7141,AC Hotel Atocha,802,21654,12832,"08, 2019",Spain
CODE|7106,AC Hotel Asheville Downtown,1053,31590,21060,"08, 2019",USA
CODE|7071,AC Hotel Arezzo,1264,29072,18960,"03, 2019",Italy
CODE|7036,AC Hotel Aravaca,1410,35250,25380,"08, 2019",Spain
CODE|7001,AC Hôtel Ambassadeur Antibes - Juan-les-Pins,106,2544,2120,"08, 2019",France
CODE|6966,AC Hotel Almeria,1568,36064,25088,"11, 2019",إسبانيا
CODE|6931,AC Hotel Alicante,908,20884,13620,"02, 2019",Spain
CODE|6896,AC Hotel Algeciras,1575,44100,23625,"08, 2019",Spain
CODE|6861,AC Hotel Alcala de Henares,911,19131,15487,"01, 2019",إسبانيا
CODE|6826,AC Hotel Aitana,64,1664,1216,"01, 2019",Spain
CODE|6791,AC Hotel A Coruna,1131,26013,20358,"04, 2019",Spain
CODE|6756,Abyssinia Guest House No. 1,1449,37674,21735,"03, 2019",Not Found
CODE|6721,Absolute Twin Sands Resort & Spa,1770,40710,28320,"12, 2019",تايلاند
CODE|6686,Absolut Mykonos Suites & More,1842,42366,34998,"07, 2019",اليونان
CODE|6651,Absalon Hotel,284,7100,4260,"03, 2019",Denmark
CODE|6616,Abs Bintang Guesthouse,1735,39905,29495,"08, 2019",Not Found
CODE|6581,Abraj Al Ehsan Towers,1745,50605,31410,"10, 2019",Not Found
CODE|6546,Abracadabra Suites,1957,56753,33269,"05, 2019",إسبانيا
CODE|6511,Abora Interclub Atlantic by Lopesan Hotels,1381,38668,22096,"09, 2019",Spain
CODE|6476,Abora Continental by Lopesan Hotels,1543,37032,30860,"08, 2019",Spain
CODE|6441,Abora Catarina by Lopesan Hotels,1631,45668,26096,"12, 2019",Spain
CODE|6406,Abora Buenaventura by Lopesan Hotels,1869,39249,29904,"01, 2019",Spain
CODE|6371,Abjar Grand Hotel,1245,31125,21165,"07, 2019",الإمارات
CODE|6336,ABION Villa,1308,26160,24852,"07, 2019",Germany
CODE|6301,Abidos Hotel Apartment Dubailand,119,2499,1785,"04, 2019",UAE
CODE|6266,Abidos Hotel Apartment Al Barsha,568,12496,9656,"04, 2019",UAE
CODE|6231,Abha Palace,526,15780,7890,"07, 2019",السعودية
CODE|6196,Abha Hotel,657,15768,10512,"06, 2019",Not Found
CODE|6161,Abha Airport Hotel,1388,41640,23596,"03, 2019",Saudi Arabia
CODE|6126,Aberdeen Marriott Hotel,1060,24380,19080,"04, 2019",UK
CODE|6091,Aber Unayzah,1572,44016,31440,"02, 2019",السعودية
CODE|6056,Aber Khamis Mushait,1833,54990,27495,"07, 2019",السعودية
CODE|6021,Aber City Center,82,2214,2530,"11, 2019",السعودية
CODE|5986,Aber Bani Amr,810,17820,14580,"04, 2019",السعودية
CODE|5951,Aber Al Yasmin,1509,40743,27162,"09, 2019",السعودية
CODE|5916,Aber Al Takhasusi,1123,30321,20214,"10, 2019",السعودية
CODE|5881,Aber Abha,868,21700,17360,"09, 2019",Not Found
CODE|5846,Aber 103 Al Munisyah,394,9456,7880,"10, 2019",السعودية
CODE|5811,Aber 102,568,11928,10224,"08, 2019",السعودية
CODE|5776,Abelux,260,6500,4420,"11, 2019",Spain
CODE|5741,ABELLA HOTEL,804,21708,14472,"05, 2019",اليونان
CODE|5706,Abella Guest Rooms & Apartments,443,11075,7974,"04, 2019",Poland
CODE|5671,ABC Hyde Park Hotel,1578,31560,26826,"05, 2019",UK
CODE|5636,ABC Hotel,1995,53865,29925,"08, 2019",اليونان
CODE|5601,Abbaye De Talloires,232,5800,3480,"12, 2019",فرنسا
CODE|5566,Abbadetta Hotel San Benedetto del Tronto,338,8450,5746,"04, 2019",Not Found
CODE|5531,Abba Sants Hotel,448,12544,6720,"09, 2019",Spain
CODE|5496,Abba Rambla Hotel,1434,30114,22944,"01, 2019",Spain
CODE|5461,Abba Garden Hotel,100,2000,1900,"10, 2019",Spain
CODE|5426,abba Formigal Hotel,39,975,624,"04, 2019",Spain
CODE|5391,Abba Fonseca Hotel,1664,41600,33280,"01, 2019",Spain
CODE|5356,Abba Berlin Hotel,272,7072,5168,"02, 2019",Germany
CODE|5321,Abant Palace Hotel,470,14100,7520,"09, 2019",تركيا
CODE|5286,Abano Ritz Hotel Terme,1638,45864,29484,"09, 2019",Italy
CODE|5251,ABACUS Tierpark Hotel,1505,30100,24080,"10, 2019",Germany
CODE|5216,Aanari Hotel & Spa,261,5220,4959,"05, 2019",Mauritius
CODE|5181,A.Venue,1766,45916,26490,"11, 2019",Not Found
CODE|5146,A&O Wien Hauptbahnhof,795,21465,14310,"02, 2019",Austria
CODE|5111,A&O Prag Metro Strizkov,446,11150,8474,"12, 2019",Not Found
CODE|5076,A&O München Hackerbrücke,1570,37680,31400,"08, 2019",Deutschland
CODE|5041,a&o Frankfurt Ostend,1739,43475,34780,"02, 2019",Germany
CODE|5006,A&O Frankfurt Galluswarte,619,16713,9904,"01, 2019",Germany
CODE|4971,A&O Berlin Kolumbus,832,24960,14976,"08, 2019",Germany
CODE|4936,A&O Berlin Friedrichshain,1082,24886,19476,"02, 2019",Germany
CODE|4901,A&A GuestHouse,89,2225,1513,"11, 2019",South Africa
CODE|4866,A Plus Residence,523,12029,9414,"05, 2019",تركيا
CODE|4831,9Hotel Republique,149,3725,5000,"03, 2019",France
CODE|4796,9HOTEL OPERA,473,13244,8987,"10, 2019",فرنسا
CODE|4761,9HOTEL MONTPARNASSE,1062,23364,15930,"07, 2019",Not Found
CODE|4726,9HOTEL MERCY,1871,54259,31807,"07, 2019",Portugal
CODE|4691,987 Design Hotel Prague,1966,55048,37354,"12, 2019",Czech Republic
CODE|4656,7Stones Boracay Suites,1273,29279,22914,"05, 2019",Philippines
CODE|4621,7Q Patong Beach Hotel,180,4860,3060,"10, 2019",Thailand
CODE|4586,71 Nyhavn Hotel,746,16412,11190,"05, 2019",الدنمارك
CODE|4551,7 Islas Hotel Madrid,1592,31840,30248,"11, 2019",Spain
CODE|4516,54 on Bath,1485,44550,22275,"09, 2019",South Africa
CODE|4481,45 Times Square Hotel,219,4599,4380,"12, 2019",USA
CODE|4446,45 Park Lane,1380,27600,26220,"07, 2019",المملكة المتحدة
CODE|4411,43 Station Hotel,1690,33800,30420,"12, 2019",Italy
CODE|4376,3HB Guarana - All Inclusive,1980,41580,29700,"12, 2019",البرتغال
CODE|4341,3HB Falésia Garden,1658,43108,26528,"07, 2019",Portugal
CODE|4306,3B's Barranco Chic & Basic Hotel,597,16716,11940,"09, 2019",Peru
CODE|4271,38 Aira Hotels,727,20356,11632,"10, 2019",Italy
CODE|4236,360 Hostel Barcelona,1127,33810,16905,"06, 2019",Spain
CODE|4201,30 Degrees  Hotel Pineda Splash,758,15918,14402,"10, 2019",Spain
CODE|4166,30 Bencoolen,704,18304,11968,"12, 2019",Singapore
CODE|4131,25hours Hotel The Goldman,439,8780,7463,"05, 2019",Germany
CODE|4096,25hours Hotel One Central,162,3564,2430,"06, 2019",الإمارات
CODE|4061,25hours Hotel Das Tour,1042,21882,18756,"07, 2019",Germany
CODE|4026,25hours Hotel Bikini Berlin,891,24948,15147,"12, 2019",Germany
CODE|3991,24hours Apartment Hotel,1054,22134,17918,"04, 2019",Austria
CODE|3956,2.5.4 Ole - Sereni,605,16940,12100,"08, 2019",Kenya
CODE|3921,196 Bishopsgate,388,9312,6596,"10, 2019",UK
CODE|3886,1920s Boutique Hotel and Restaurants,288,7488,4608,"10, 2019",Egypt
CODE|3851,1898 Hotel Colonia En Las Filipinas,1850,46250,37000,"09, 2019",الفلبين
CODE|3816,1866 Court & Suites,506,15180,7590,"04, 2019",Lebanon
CODE|3781,18 Suite - Villa Loft @ Kuta Bali,881,23787,13215,"01, 2019",إندونيسيا
CODE|3746,"17 West Hotel, Ascend Hotel Collection",1012,27324,15180,"06, 2019",USA
CODE|3711,"15 On Orange Hotel, Autograph Collection",1860,44640,31620,"02, 2019",South Africa
CODE|3676,130 Hotel & Residence Bangkok,1676,36872,26816,"12, 2019",Thailand
CODE|3641,12 Revay Hotel,489,13203,7824,"07, 2019",Hungary
CODE|3606,10GR Hotel & Wine Bar,1404,32292,21060,"04, 2019",Greece
CODE|3571,101 Hotel Bintulu,920,25760,17480,"12, 2019",Malaysia
CODE|3536,"100 Queen's Gate Hotel London, Curio Collection by Hilton",442,13260,7072,"07, 2019",المملكة المتحدة
CODE|3501,10 Karakoy Istanbul,1958,54824,37202,"08, 2019",تركيا
CODE|3466,10 Karaköy A Morgans Original,354,7788,5664,"04, 2019",Turkey
CODE|3431,1 Hotel West Hollywood,1661,46508,31559,"01, 2019",USA
CODE|3396,1 Hotel South Beach,1853,42619,35207,"08, 2019",USA
CODE|3361,1 Hotel Kuchai Lama,1522,38050,24352,"11, 2019",ماليزيا
CODE|3326,@home guest house,1769,44225,33611,"09, 2019",South Africa
CODE|3291,*** GRAND AS HOTEL ***,1366,27320,24588,"12, 2019",Turkey
CODE|3256,#bunk Hotel,4,108,180,"07, 2019",Netherlands
CODE|3221, Zhejiang Taizhou Marriott Hotel,849,17829,16980,"03, 2019",China
CODE|3186, Waterloo Hub Hotel & Suites,1504,42112,25568,"02, 2019",UK
CODE|3151, TownePlace Suites Denver South/Lone Tree,1085,30380,21700,"03, 2019",USA
CODE|3116, TOLIP Golden Plaza,1882,56460,35758,"07, 2019",مصر
CODE|3081," The Ritz-Carlton Tenerife, Abama",509,10689,8144,"06, 2019",Spain
CODE|3046, The Ritz-Carlton Executive Residences,1035,26910,15525,"12, 2019",UAE
CODE|3011, The Nature Phuket,246,6150,4182,"02, 2019",تايلاند
CODE|2976," The Midland Hotel, Sure Hotel Collection by Best Western",654,17004,9810,"02, 2019",UK
CODE|2941, The Hub Middletown Red Bank- Best Western Signature Collection,1097,28522,17552,"06, 2019",USA
CODE|2906, SureStayPlus Hotel by Best Western San Jose Central City,1045,28215,19855,"04, 2019",USA
CODE|2871, SureStay Hotel by Best Western Secaucus Meadowlands,584,16936,8760,"12, 2019",USA
CODE|2836, SureStay Hotel by Best Western Santa Monica,700,16100,13300,"12, 2019",USA
CODE|2801, SureStay Hotel by Best Western San Rafael,1639,40975,24585,"07, 2019",USA
CODE|2766, SureStay Hotel by Best Western Castro Valley,597,14925,11343,"10, 2019",أمريكا
CODE|2731," Sulià House Porto Rotondo, Curio Collection by Hilton",1566,37584,28188,"10, 2019",Italy
CODE|2696, Somerset Westview Nairobi,916,23816,18320,"03, 2019",Kenya
CODE|2661, Sofitel Winter Palace Luxor Hotel,1976,43472,39520,"01, 2019",Egypt
CODE|2626, Sheraton Moscow Sheremetyevo Airport Hotel,549,12078,13200,"10, 2019",Not Found
CODE|2591, Sanctuary Hotel New York,1941,58230,32997,"05, 2019",USA
CODE|2556," Royal Palm South Beach Miami, a Tribute Portfolio Resort",119,2975,2380,"02, 2019",USA
CODE|2521, Royal Ivory Hotel,1183,30758,21294,"01, 2019",تايلاند
CODE|2486, Ramada Suites Kuala Lumpur City Centre,1780,44500,26700,"02, 2019",Malaysia
CODE|2451, Radisson Blu Plaza Hotel Delhi Airport,1294,36232,19410,"05, 2019",India
CODE|2416, Radisson Blu Hotel Bucharest,1950,52650,35100,"09, 2019",Romania
CODE|2381, Q Suites Jeddah by EWA,736,19872,11040,"12, 2019",السعودية
CODE|2346, Protea Hotel Windhoek Fürstenhof,1363,39527,24534,"06, 2019",ناميبيا
CODE|2311, Protea Hotel Pretoria Loftus Park,1920,38400,34560,"06, 2019",South Africa
CODE|2276, Protea Hotel Cape Town Cape Castle,62,1364,1116,"10, 2019",Not Found
CODE|2241, Oriente Atiram,1455,32010,23280,"03, 2019",Spain
CODE|2206, Novotel Bangkok Silom Road Hotel,1855,50085,37100,"09, 2019",Thailand
CODE|2171, Moxy Tbilisi,1581,41106,28458,"02, 2019",جورجيا
CODE|2136, Mövenpick Hotel & Casino Cairo-Media City,162,4212,2430,"12, 2019",Egypt
CODE|2101, Mercure Jakarta Sabang,1192,29800,21456,"11, 2019",Indonesia
CODE|2066, Mercure Istanbul Bakirkoy,1312,35424,24928,"08, 2019",تركيا
CODE|2031, Mercer Hotel Downtown; BW Premier Collection,1749,48972,27984,"12, 2019",Canada
CODE|1996, Marriott Riyadh Diplomatic Quarter,1136,23856,20448,"10, 2019",Saudi Arabia
CODE|1961, Leonardo Hotel Barcelona Gran Via,1953,48825,29295,"10, 2019",Spain
CODE|1926, Le Snow Lodge Boutique Hotel,1324,29128,22508,"09, 2019",فرنسا
CODE|1891, Le Régina Biarritz Hotel & Spa - MGallery,1972,39440,35496,"05, 2019",فرنسا
CODE|1856, LABRANDA Targa Club Aqua Parc,1188,29700,20196,"09, 2019",المغرب
CODE|1821, LABRANDA Sandy Beach,870,17400,13920,"03, 2019",Greece
CODE|1786, La Sommità Relais,1,28,16,"07, 2019",Italy
CODE|1751, Jambuluwuk Oceano Seminyak,1632,39168,32640,"06, 2019",Indonesia
CODE|1716," ITC Windsor, a Luxury Collection Hotel, Bengaluru",400,8800,8000,"09, 2019",India
CODE|1681, iH Hotels Bologna Amadeus,664,18592,11952,"07, 2019",Italy
CODE|1646, ibis Styles London Gloucester Road Hotel,893,22325,16074,"03, 2019",UK
CODE|1611, Ibis Styles Berlin Treptow Hotel,1655,34755,29790,"09, 2019",Germany
CODE|1576, ibis Styles Bali Denpasar Hotel,1712,39376,25680,"06, 2019",Indonesia
CODE|1541, ibis Styles Aix Les Bains Domaine de Marlioz Hotel,1939,58170,32963,"08, 2019",France
CODE|1506, ibis Paris Alesia Montparnasse 14th Hotel,678,16272,13560,"09, 2019",France
CODE|1471, ibis Istanbul West Hotel,1921,51867,28815,"08, 2019",Turkey
CODE|1436, ibis Istanbul Esenyurt,1704,49416,34080,"03, 2019",تركيا
CODE|1401, Ibis Bangkok Sukhumvit 24 Hotel,1068,25632,21360,"03, 2019",تايلاند
CODE|1366, Hotel Villa Romana Hotel & Spa,894,22350,16986,"02, 2019",Italy
CODE|1331," Hôtel de Berri, a Luxury Collection Hotel, Paris",191,4011,3438,"06, 2019",France
CODE|1296, Hotel Costa Diva,321,7062,6099,"03, 2019",إيطاليا
CODE|1261, Holiday Villa Hotel and Residence City Centre Doha,1916,40236,38320,"12, 2019",Qatar
CODE|1226, Grand Park Royal Cozumel,1934,58020,36746,"04, 2019",Mexico
CODE|1191, Four Points by Sheraton Jeddah Corniche,327,7848,4905,"03, 2019",السعودية
CODE|1156, Four Points by Sheraton Auckland,877,19294,14909,"02, 2019",New Zealand
CODE|1121, Fairfield by Marriott Curitiba Afonso Pena Airport,1532,30640,30640,"06, 2019",Brazil
CODE|1086, Eleven Hotel Bangkok,19,380,342,"03, 2019",تايلاند
CODE|1051, Dreams Beach Sharm el Sheikh,749,21721,14231,"10, 2019",مصر
CODE|1016," Devero Hotel & Spa, BW Signature Collection",525,13650,8925,"04, 2019",Italy
CODE|981, Dara Hotel Qurtubah,489,14670,7824,"05, 2019",Saudi Arabia
CODE|946, Conrad Koh Samui Residences,1100,29700,20900,"02, 2019",Thailand
CODE|946, Conrad Koh Samui Residences,1100,29700,20900,"02, 2019",Thailand
CODE|946, Conrad Koh Samui Residences,1100,29700,20900,"02, 2019",Thailand
CODE|946, Conrad Koh Samui Residences,1100,29700,20900,"02, 2019",Thailand
CODE|911," Castle Green Hotel In Kendal, BW Premier Collection",592,14800,9472,"11, 2019",UK
CODE|876, Casa Alberola Alicante Curio Collection by Hilton,1180,23600,18880,"04, 2019",Spain
